A§o,Mes,Nombre Servicio,Servicio en 67A,Cantidad,Senasa,Otros,Sin dato,RD,Haiti,Otros,Sin dato,Masculino,Femenino
2016,7,TOMOGRAFIA TORAX,Tomograf°a,32,30,2,0,30,0,1,1,8,24
2016,7,TOMOGRAFIAS SILLA TURCA,Tomograf°a,1,1,0,0,1,0,0,0,0,1
2016,7,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES INFERIORES CON ,Sonograf°a,3,3,0,0,3,0,0,0,1,2
2016,7,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON ,Sonograf°a,17,13,4,0,17,0,0,0,6,11
2016,7,VIDEO COLONOSCOP?A DIAGN?STICA,Rectocismoidoscopia,3,3,0,0,2,0,0,1,2,1
2016,7,VIDEO COLONOSCOP?A TERAPêUTICA/ POLIPECTOM?A,Rectocismoidoscopia,1,0,1,0,1,0,0,0,0,1
2016,8,BIOPSIA CERRADA (ENDOSCOPICA) DE ESTOMAGO SOD,Endoscop°as G†strica,15,13,2,0,15,0,0,0,2,13
2016,8,BIOPSIA CERRADA (ENDOSCOPICA) DE RECTO O SIGMOIDE SOD,Endoscop°as G†strica,1,1,0,0,1,0,0,0,0,1
2016,8,BIOPSIA POR TOMOGRAFIA ,Tomograf°a,7,7,0,0,7,0,0,0,3,4
2016,8,BIOPSIA SONODIRIGIDA CUELLO (GANGLIOS Y TIROIDES Y MASAS),Sonograf°a,1,1,0,0,1,0,0,0,0,1
2016,8,BIOPSIA SONODIRIGIDA DE CUELLO (GANGLIOS Y TIROIDES Y MASAS),Sonograf°a,1,1,0,0,1,0,0,0,0,1
2016,8,BIOPSIA SONODIRIGIDA DE MAMAS,Sonograf°a,22,20,2,0,22,0,0,0,1,21
2016,8,BIOPSIA SONODIRIGIDA DE PROSTATA,Sonograf°a,19,16,2,0,19,0,0,0,19,0
2016,8,BIOPSIA SONODIRIGIDA DE TIROIDES,Sonograf°a,31,27,3,0,31,0,0,0,0,31
2016,8,BIOPSIA SONODIRIGIDA PARTES BLANDAS (CON TRUCUT),Sonograf°a,4,1,3,0,4,0,0,0,0,4
2016,8,BIOPSIA TOMODIRIGIDA HEPATICA,Sonograf°a,2,2,0,0,2,0,0,0,1,1
2016,8,CITOSCOPIA ,Cistoscop°a,17,17,0,0,17,0,0,0,10,7
2016,8,COLPOSCOPIA CON BIOPSIA,Colposcop°a,5,5,0,0,5,0,0,0,0,5
2016,8,COMPRESION FOCAL UNILATERAL,Otros servicios de im†genes,5,4,1,0,4,0,0,1,0,5
2016,8,DRENAJE PERCUTANEO DE ABSCESOS Y COLECCIONES LIQUIDA,Sonograf°a,1,1,0,0,1,0,0,0,1,0
2016,8,INMUNOHISTOQUIMICA TEJIDOS SOLIDOS,Otros servicios de im†genes,1,0,0,0,1,0,0,0,0,1
2016,8,MAMOGRAFIA BILATERAL,Mamograf°a,266,247,16,0,258,0,0,8,5,261
2016,8,MARCAJE 12 PLACAS,Mamograf°a,2,2,0,0,2,0,0,0,0,2
2016,8,MARCAJE 6 PLACAS,Mamograf°a,1,1,0,0,1,0,0,0,0,1
2016,8,MARCAJE 9 PLACAS,Mamograf°a,1,1,0,0,1,0,0,0,0,1
2016,8,RX-ABDOMEN SIMPLE 2 POSICIONES,Radiograf°a,1,1,0,0,1,0,0,0,1,0
2016,8,RX-ABDOMEN SIMPLE AP,Radiograf°a,5,5,0,0,5,0,0,0,2,3
2016,8,RX-ANTEBRAZO INCLUYENDO UNA ARTICULACION (AP Y LATERAL),Radiograf°a,2,2,0,0,2,0,0,0,1,1
2016,8,RX-BASE DE CRANEO,Radiograf°a,2,2,0,0,2,0,0,0,0,2
2016,8,RX-CADERA COMPARATIVA,Radiograf°a,3,3,0,0,3,0,0,0,0,3
2016,8,"RX-CERVICAL COMPLETA, INCLUYENDO ESTUDIOS EN FLEXION Y EXTENS",Radiograf°a,2,2,0,0,2,0,0,0,0,2
2016,8,RX-CLAVICULA AP,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2016,8,RX-CODO AP Y LATERAL,Radiograf°a,2,2,0,0,2,0,0,0,2,0
2016,8,RX-COLUMNA CERVICAL AP,Radiograf°a,3,3,0,0,3,0,0,0,0,3
2016,8,RX-COLUMNA CERVICAL AP Y LATERAL,Radiograf°a,5,4,1,0,4,0,1,0,3,2
2016,8,RX-COLUMNA DORSAL AP,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2016,8,"RX-COLUMNA DORSAL AP, LATERLA Y 1 OBLICUA",Radiograf°a,1,1,0,0,1,0,0,0,0,1
2016,8,RX-COLUMNA DORSO LUMBAR AP Y LATERAL PARA ESCOLIOSIS,Radiograf°a,2,2,0,0,2,0,0,0,1,1
2016,8,RX-COLUMNA DORSOLUMBAR,Radiograf°a,5,4,0,0,5,0,0,0,0,5
2016,8,RX-COLUMNA LUMBO-SACRA AP Y LATERAL,Radiograf°a,8,7,1,0,8,0,0,0,2,6
2016,8,"RX-COLUMNA LUMBO-SACRA COMPLETA, MINIMO 4 POSICIONES",Radiograf°a,1,1,0,0,1,0,0,0,0,1
2016,8,RX-COLUMNA LUMBOSACRA,Radiograf°a,6,5,0,0,6,0,0,0,3,3
2016,8,RX-CRANEO AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,1,0
2016,8,RX-CR?NEO SIMPLE,Radiograf°a,2,2,0,0,2,0,0,0,0,2
2016,8,RX-CUELLO PARA TEJIDOS BLANDOS,Radiograf°a,3,3,0,0,3,0,0,0,1,2
2016,8,RX-FEMUR (MUSLO) INCLUYENDO UNA ARTICULACION AP Y LATERAL,Radiograf°a,2,2,0,0,2,0,0,0,1,1
2016,8,RX-HOMBRO AP,Radiograf°a,8,8,0,0,8,0,0,0,1,7
2016,8,RX-HOMBRO AP Y OTRA PROYECCION,Radiograf°a,2,2,0,0,2,0,0,0,0,2
2016,8,"RX-HUMERO AP Y LATERAL, INCLUYENDO UNA ARTICULACION",Radiograf°a,2,2,0,0,2,0,0,0,2,0
2016,8,RX-MANO (O AMBAS) 2 POSICIONES (AP Y OBLICUA),Radiograf°a,7,7,0,0,7,0,0,0,3,4
2016,8,RX-MU•ECA AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,1,0
2016,8,RX-PELVIS AP,Radiograf°a,1,1,0,0,1,0,0,0,1,0
2016,8,RX-PELVIS AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2016,8,RX-PIE 2 POSICIONES,Radiograf°a,4,4,0,0,4,0,0,0,1,3
2016,8,RX-PIE UNA POSICION,Radiograf°a,2,2,0,0,2,0,0,0,1,1
2016,8,RX-RODILLA (AP Y LATERAL),Radiograf°a,14,14,0,0,14,0,0,0,4,10
2016,8,RX-SENOS PARANASALES,Radiograf°a,4,4,0,0,4,0,0,0,1,3
2016,8,RX-TIBIA Y PERONE (AP Y LATERAL),Radiograf°a,2,2,0,0,2,0,0,0,1,1
2016,8,RX-TOBILLO 2 POSICIONES (AP Y LATERAL),Radiograf°a,3,3,0,0,3,0,0,0,1,2
2016,8,RX-TORAX 2 POSICIONES (PA Y 1 OBLICUA / PA Y LATERAL),Radiograf°a,21,19,1,0,20,1,0,0,4,17
2016,8,RX-TORAX AP,Radiograf°a,13,13,0,0,13,0,0,0,5,8
2016,8,RX-TORAX PA,Radiograf°a,295,268,26,0,285,0,4,6,64,231
2016,8,SONOGRAFIA ABDOMINAL,Sonograf°a,132,121,8,0,126,2,1,3,31,101
2016,8,SONOGRAFIA DE CUELLO,Sonograf°a,5,5,0,0,5,0,0,0,1,4
2016,8,SONOGRAFIA DE MAMAS,Sonomamograf°a,336,299,32,0,326,0,1,9,6,330
2016,8,SONOGRAFIA DE TIROIDES,Sonograf°a,76,66,9,0,73,0,0,3,3,73
2016,8,SONOGRAFIA ESCROTAL (TESTICULO),Sonograf°a,2,2,0,0,1,0,1,0,2,0
2016,8,SONOGRAFIA PELVICA,Sonograf°a,55,50,4,0,53,1,0,1,11,44
2016,8,SONOGRAFIA PROSTATICA,Sonograf°a,10,10,0,0,10,0,0,0,10,0
2016,8,SONOGRAFIA TRANSVAGINAL,Sonograf°a,110,96,10,0,110,0,0,0,0,110
2016,8,TOMA DE MUESTRA PAPANICOLAOU,Cistoscop°a,2,2,0,0,2,0,0,0,0,2
2016,8,TOMOGRAFIA ABDOMEN,Tomograf°a,54,46,7,0,51,1,1,1,21,33
2016,8,TOMOGRAFIA COLUMNA CERVICAL,Tomograf°a,1,1,0,0,0,0,0,1,0,1
2016,8,TOMOGRAFIA COLUMNA DORSAL,Tomograf°a,1,1,0,0,1,0,0,0,0,1
2016,8,TOMOGRAFIA COLUMNA LUMBAR,Tomograf°a,8,8,0,0,8,0,0,0,4,4
2016,8,TOMOGRAFIA CRANEO,Tomograf°a,67,62,4,0,65,0,0,2,16,51
2016,8,TOMOGRAFIA CUELLO (LARINGE O PARTES BLANDAS),Tomograf°a,12,11,1,0,12,0,0,0,6,6
2016,8,TOMOGRAFIA EXTREMIDADES INFERIORES,Tomograf°a,2,1,1,0,2,0,0,0,2,0
2016,8,TOMOGRAFIA PELVIS,Tomograf°a,8,8,0,0,8,0,0,0,2,6
2016,8,TOMOGRAFIA SENOS PARA NASALES,Tomograf°a,9,7,2,0,9,0,0,0,2,7
2016,8,TOMOGRAFIA TORAX,Tomograf°a,47,43,4,0,47,0,0,0,20,27
2016,8,ULTRASONOGRAF?A DE PROSTATA TRANSRECTAL,Sonograf°a,2,2,0,0,2,0,0,0,2,0
2016,8,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON ,Sonograf°a,6,6,0,0,6,0,0,0,1,5
2016,8,VIDEO COLONOSCOP?A DIAGN?STICA,Rectocismoidoscopia,11,10,1,0,11,0,0,0,3,8
2016,9,BIOPSIA CERRADA (ENDOSCOPICA) DE ESTOMAGO SOD,Endoscop°as G†strica,50,44,6,0,49,0,0,1,12,38
2016,9,BIOPSIA CERRADA (ENDOSCOPICA) DE RECTO O SIGMOIDE SOD,Endoscop°as G†strica,3,3,0,0,3,0,0,0,0,3
2016,9,BIOPSIA POR TOMOGRAFIA ,Tomograf°a,8,7,1,0,8,0,0,0,4,4
2016,9,BIOPSIA SONODIRIGIDA CUELLO (GANGLIOS Y TIROIDES Y MASAS),Sonograf°a,1,1,0,0,1,0,0,0,1,0
2016,9,BIOPSIA SONODIRIGIDA DE MAMAS,Sonograf°a,18,16,2,0,18,0,0,0,0,18
2016,9,BIOPSIA SONODIRIGIDA DE MAMAS CON TRUCUT + AGUJA,Sonograf°a,1,0,1,0,1,0,0,0,0,1
2016,9,BIOPSIA SONODIRIGIDA DE PROSTATA,Sonograf°a,25,22,2,0,25,0,0,0,25,0
2016,9,BIOPSIA SONODIRIGIDA DE TIROIDES,Sonograf°a,46,32,9,0,45,0,0,1,0,46
2016,9,BIOPSIA SONODIRIGIDA PARTES BLANDAS (CON TRUCUT),Sonograf°a,3,1,2,0,3,0,0,0,0,3
2016,9,BIOPSIA TOMODIRIGIDA HEPATICA,Sonograf°a,1,1,0,0,1,0,0,0,0,1
2016,9,CITOSCOPIA ,Cistoscop°a,11,9,1,0,10,0,1,0,5,6
2016,9,COLPOSCOPIA CON BIOPSIA,Colposcop°a,3,3,0,0,3,0,0,0,0,3
2016,9,COMPRESION FOCAL UNILATERAL,Otros servicios de im†genes,3,2,1,0,2,0,0,1,0,3
2016,9,INMUNOHISTOQUIMICA TEJIDOS SOLIDOS,Otros servicios de im†genes,2,0,2,0,2,0,0,0,0,2
2016,9,MAMOGRAFIA BILATERAL,Mamograf°a,251,218,29,0,245,0,1,5,0,251
2016,9,MARCAJE 12 PLACAS,Mamograf°a,1,1,0,0,1,0,0,0,0,1
2016,9,MARCAJE 9 PLACAS,Mamograf°a,1,1,0,0,1,0,0,0,0,1
2016,9,MARCAJE POR SONOGRAFIA,Sonograf°a,1,1,0,0,1,0,0,0,0,1
2016,9,NASOFIBROLARINGOSCOPIA,Endoscop°as Aparato Respiratorio,5,4,1,0,5,0,0,0,2,3
2016,9,RX-ABDOMEN SIMPLE AP,Radiograf°a,6,5,1,0,6,0,0,0,1,5
2016,9,RX-ANTEBRAZO INCLUYENDO UNA ARTICULACION (AP Y LATERAL),Radiograf°a,1,1,0,0,1,0,0,0,0,1
2016,9,RX-CADERA COMPARATIVA,Radiograf°a,3,3,0,0,3,0,0,0,3,0
2016,9,RX-CLAVICULA AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,1,0
2016,9,RX-CODO AP Y LATERAL,Radiograf°a,3,2,1,0,3,0,0,0,0,3
2016,9,RX-COLUMNA CERVICAL AP,Radiograf°a,7,6,1,0,7,0,0,0,2,5
2016,9,RX-COLUMNA CERVICAL AP LAT Y OBLICUA,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2016,9,RX-COLUMNA CERVICAL AP Y LATERAL,Radiograf°a,3,3,0,0,3,0,0,0,0,3
2016,9,RX-COLUMNA CERVICAL UN MINIMO DE 4 POSICIONES,Radiograf°a,1,0,1,0,1,0,0,0,0,1
2016,9,RX-COLUMNA DORSAL AP,Radiograf°a,1,1,0,0,1,0,0,0,1,0
2016,9,RX-COLUMNA DORSO LUMBAR AP Y LATERAL PARA ESCOLIOSIS,Radiograf°a,1,1,0,0,1,0,0,0,1,0
2016,9,RX-COLUMNA DORSOLUMBAR,Radiograf°a,5,4,1,0,5,0,0,0,0,5
2016,9,RX-COLUMNA LUMBO-SACRA AP Y LATERAL,Radiograf°a,15,15,0,0,15,0,0,0,4,11
2016,9,RX-COLUMNA LUMBOSACRA,Radiograf°a,7,7,0,0,7,0,0,0,2,5
2016,9,RX-CRANEO AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2016,9,RX-CR?NEO SIMPLE,Radiograf°a,2,2,0,0,2,0,0,0,0,2
2016,9,RX-CUELLO PARA TEJIDOS BLANDOS,Radiograf°a,2,2,0,0,2,0,0,0,1,1
2016,9,RX-ESCAPULA,Radiograf°a,2,2,0,0,2,0,0,0,1,1
2016,9,RX-FEMUR (MUSLO) INCLUYENDO UNA ARTICULACION AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,1,0
2016,9,RX-HOMBRO AP,Radiograf°a,10,10,0,0,10,0,0,0,5,5
2016,9,"RX-HUMERO AP Y LATERAL, INCLUYENDO UNA ARTICULACION",Radiograf°a,1,1,0,0,1,0,0,0,1,0
2016,9,RX-MANO (O AMBAS) 2 POSICIONES (AP Y OBLICUA),Radiograf°a,4,2,2,0,4,0,0,0,1,3
2016,9,RX-MU•ECA AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2016,9,RX-PELVIS AP,Radiograf°a,3,2,1,0,3,0,0,0,0,3
2016,9,RX-PELVIS AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,1,0
2016,9,RX-PIE 2 POSICIONES,Radiograf°a,2,2,0,0,2,0,0,0,0,2
2016,9,RX-RODILLA (AP Y LATERAL),Radiograf°a,9,9,0,0,9,0,0,0,3,6
2016,9,RX-SENOS PARANASALES,Radiograf°a,2,2,0,0,2,0,0,0,1,1
2016,9,RX-TOBILLO 2 POSICIONES (AP Y LATERAL),Radiograf°a,1,1,0,0,1,0,0,0,0,1
2016,9,RX-TORAX 2 POSICIONES (PA Y 1 OBLICUA / PA Y LATERAL),Radiograf°a,19,18,1,0,19,0,0,0,1,18
2016,9,RX-TORAX AP,Radiograf°a,3,3,0,0,3,0,0,0,1,2
2016,9,RX-TORAX PA,Radiograf°a,252,228,22,0,241,0,3,8,57,195
2016,9,SONOGRAFIA ABDOMINAL,Sonograf°a,127,108,18,0,120,0,1,6,26,101
2016,9,SONOGRAFIA DE CUELLO,Sonograf°a,9,8,1,0,9,0,0,0,1,8
2016,9,SONOGRAFIA DE MAMAS,Sonomamograf°a,311,262,41,0,306,1,0,4,6,305
2016,9,SONOGRAFIA DE TIROIDES,Sonograf°a,82,69,11,0,78,0,1,3,2,80
2016,9,SONOGRAFIA ESCROTAL (TESTICULO),Sonograf°a,4,4,0,0,4,0,0,0,4,0
2016,9,SONOGRAFIA PAROTIDAS,Sonograf°a,1,1,0,0,1,0,0,0,1,0
2016,9,SONOGRAFIA PELVICA,Sonograf°a,68,60,6,0,65,0,0,3,13,55
2016,9,SONOGRAFIA PROSTATICA,Sonograf°a,16,16,0,0,16,0,0,0,15,1
2016,9,SONOGRAFIA RENAL,Sonograf°a,1,1,0,0,1,0,0,0,0,1
2016,9,SONOGRAFIA TRANSVAGINAL,Sonograf°a,127,106,19,0,125,0,0,2,0,127
2016,9,TOMA DE MUESTRA PAPANICOLAOU,Cistoscop°a,3,2,1,0,3,0,0,0,0,3
2016,9,TOMOGRAFIA ABDOMEN,Tomograf°a,79,71,8,0,77,0,1,1,29,50
2016,9,TOMOGRAFIA COLUMNA CERVICAL,Tomograf°a,2,2,0,0,2,0,0,0,1,1
2016,9,TOMOGRAFIA COLUMNA DORSAL,Tomograf°a,2,2,0,0,2,0,0,0,0,2
2016,9,TOMOGRAFIA COLUMNA LUMBAR,Tomograf°a,15,14,1,0,14,0,1,0,5,10
2016,9,TOMOGRAFIA CRANEO,Tomograf°a,90,84,4,0,89,1,0,0,24,66
2016,9,TOMOGRAFIA CUELLO (LARINGE O PARTES BLANDAS),Tomograf°a,14,12,1,0,14,0,0,0,8,6
2016,9,TOMOGRAFIA EXTREMIDADES INFERIORES,Tomograf°a,2,2,0,0,2,0,0,0,0,2
2016,9,TOMOGRAFIA OIDOS,Tomograf°a,2,2,0,0,2,0,0,0,1,1
2016,9,TOMOGRAFIA PELVIS,Tomograf°a,9,9,0,0,9,0,0,0,1,8
2016,9,TOMOGRAFIA SENOS PARA NASALES,Tomograf°a,7,6,1,0,7,0,0,0,1,6
2016,9,TOMOGRAFIA TORAX,Tomograf°a,47,43,4,0,46,0,0,1,18,29
2016,9,ULTRASONOGRAF?A DE PROSTATA TRANSRECTAL,Sonograf°a,10,10,0,0,10,0,0,0,10,0
2016,9,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES INFERIORES CON ,Sonograf°a,1,0,1,0,1,0,0,0,0,1
2016,9,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON ,Sonograf°a,14,14,0,0,14,0,0,0,3,11
2016,9,"ULTRASONOGRAFIA DIAGNOSTICA DE MAMA, CON TRANSDUCTOR DE 7 MHZ O MAS",Sonograf°a,1,1,0,0,1,0,0,0,0,1
2016,9,"ULTRASONOGRAFIA DIAGNOSTICA DE TIROIDES, CON TRANSDUCTOR DE 7 MHZ O MA",Sonograf°a,1,1,0,0,1,0,0,0,0,1
2016,9,VIDEO COLONOSCOP?A DIAGN?STICA,Rectocismoidoscopia,48,44,4,0,46,0,1,1,13,35
2016,9,VIDEO COLONOSCOP?A DIAGN?STICA (CON BIOPSIA),Rectocismoidoscopia,7,6,1,0,7,0,0,0,2,5
2016,10,BIOPSIA CERRADA (ENDOSCOPICA) DE ESTOMAGO SOD,Endoscop°as G†strica,16,14,2,0,16,0,0,0,5,11
2016,10,BIOPSIA POR TOMOGRAFIA ,Tomograf°a,9,4,5,0,9,0,0,0,3,6
2016,10,BIOPSIA PULMON DIRIGIDA POR SONOGRAFIA,Sonograf°a,2,2,0,0,2,0,0,0,0,2
2016,10,BIOPSIA SONODIRIGIDA CUELLO (GANGLIOS Y TIROIDES Y MASAS),Sonograf°a,1,1,0,0,1,0,0,0,0,1
2016,10,BIOPSIA SONODIRIGIDA DE MAMAS,Sonograf°a,30,26,3,0,28,1,0,1,0,30
2016,10,BIOPSIA SONODIRIGIDA DE MAMAS CON TRUCUT + AGUJA,Sonograf°a,6,5,1,0,6,0,0,0,1,5
2016,10,BIOPSIA SONODIRIGIDA DE PROSTATA,Sonograf°a,21,16,4,0,21,0,0,0,21,0
2016,10,BIOPSIA SONODIRIGIDA DE TIROIDES,Sonograf°a,34,24,10,0,34,0,0,0,0,34
2016,10,BIOPSIA SONODIRIGIDA PARTES BLANDAS (CON TRUCUT),Sonograf°a,3,1,1,0,3,0,0,0,1,2
2016,10,BIOPSIA TOMODIRIGIDA HEPATICA,Sonograf°a,1,1,0,0,1,0,0,0,1,0
2016,10,CITOSCOPIA ,Cistoscop°a,10,9,1,0,10,0,0,0,5,5
2016,10,COLPOSCOPIA CON BIOPSIA,Colposcop°a,9,7,1,0,8,1,0,0,0,9
2016,10,COMPRESION FOCAL UNILATERAL,Otros servicios de im†genes,5,5,0,0,5,0,0,0,0,5
2016,10,DRENAJE PERCUTANEO DE ABSCESOS Y COLECCIONES LIQUIDA,Sonograf°a,1,1,0,0,1,0,0,0,1,0
2016,10,ESTUDIO DE BIOPSIA DE ENDOMETRIO (LEGRADO),Otros servicios de im†genes,1,1,0,0,1,0,0,0,0,1
2016,10,ESTUDIO DE COLORACION BASICA EN CITOLOGIA CERVICOVAGINAL (PAPANICOLAU),Otros servicios de im†genes,1,1,0,0,1,0,0,0,0,1
2016,10,ESTUDIO MOLECULAR ADENOCARCINOMA DE PULMON(EGFR/ALK) ESTADOS UNIDOS,Otros servicios de im†genes,2,0,2,0,2,0,0,0,0,2
2016,10,MAMOGRAFIA BILATERAL,Mamograf°a,332,284,45,0,319,1,0,12,1,331
2016,10,MARCAJE 12 PLACAS,Mamograf°a,4,3,1,0,4,0,0,0,0,4
2016,10,MARCAJE POR SONOGRAFIA,Sonograf°a,1,1,0,0,0,0,0,1,0,1
2016,10,NASOFIBROLARINGOSCOPIA,Endoscop°as Aparato Respiratorio,9,9,0,0,9,0,0,0,5,4
2016,10,RX-ABDOMEN SIMPLE AP,Radiograf°a,3,3,0,0,3,0,0,0,1,2
2016,10,RX-ANTEBRAZO INCLUYENDO UNA ARTICULACION (AP Y LATERAL),Radiograf°a,2,2,0,0,2,0,0,0,1,1
2016,10,RX-ARTICULACION SACRO-ILIACA AP Y OBLICUA,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2016,10,RX-CADERA COMPARATIVA,Radiograf°a,2,2,0,0,2,0,0,0,2,0
2016,10,RX-CODO AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2016,10,RX-COLUMNA CERVICAL AP,Radiograf°a,5,5,0,0,5,0,0,0,1,4
2016,10,RX-COLUMNA CERVICAL AP LAT Y OBLICUA,Radiograf°a,2,2,0,0,2,0,0,0,2,0
2016,10,RX-COLUMNA CERVICAL AP Y LATERAL,Radiograf°a,5,5,0,0,5,0,0,0,0,5
2016,10,RX-COLUMNA DORSAL AP,Radiograf°a,2,2,0,0,2,0,0,0,0,2
2016,10,"RX-COLUMNA DORSAL AP, LATERLA Y 1 OBLICUA",Radiograf°a,2,2,0,0,2,0,0,0,0,2
2016,10,RX-COLUMNA DORSO LUMBAR AP Y LATERAL PARA ESCOLIOSIS,Radiograf°a,2,2,0,0,2,0,0,0,1,1
2016,10,RX-COLUMNA DORSOLUMBAR,Radiograf°a,8,7,1,0,8,0,0,0,0,8
2016,10,RX-COLUMNA LUMBO-SACRA AP Y LATERAL,Radiograf°a,15,14,1,0,15,0,0,0,3,12
2016,10,"RX-COLUMNA LUMBO-SACRA COMPLETA, MINIMO 4 POSICIONES",Radiograf°a,1,1,0,0,1,0,0,0,0,1
2016,10,RX-COLUMNA LUMBOSACRA,Radiograf°a,8,8,0,0,8,0,0,0,3,5
2016,10,RX-CR?NEO SIMPLE,Radiograf°a,3,2,0,0,3,0,0,0,1,2
2016,10,RX-CUELLO PARA TEJIDOS BLANDOS,Radiograf°a,3,3,0,0,3,0,0,0,0,3
2016,10,RX-FEMUR (MUSLO) INCLUYENDO UNA ARTICULACION AP Y LATERAL,Radiograf°a,3,2,1,0,3,0,0,0,1,2
2016,10,RX-HOMBRO AP,Radiograf°a,9,9,0,0,9,0,0,0,0,9
2016,10,"RX-HUMERO AP Y LATERAL, INCLUYENDO UNA ARTICULACION",Radiograf°a,1,1,0,0,1,0,0,0,0,1
2016,10,"RX-MEDICION DE MIEMBROS INFERIORES, ESTUDIO DE PIE PLANO (PIES CON APO",Radiograf°a,1,0,1,0,1,0,0,0,0,1
2016,10,RX-PELVIS AP,Radiograf°a,3,2,1,0,3,0,0,0,1,2
2016,10,RX-PELVIS AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2016,10,RX-RODILLA (AP Y LATERAL),Radiograf°a,14,13,1,0,14,0,0,0,4,10
2016,10,RX-SENOS PARANASALES,Radiograf°a,2,2,0,0,2,0,0,0,0,2
2016,10,RX-TIBIA Y PERONE (AP Y LATERAL),Radiograf°a,2,2,0,0,2,0,0,0,1,1
2016,10,RX-TOBILLO 2 POSICIONES (AP Y LATERAL),Radiograf°a,6,6,0,0,6,0,0,0,2,4
2016,10,RX-TORAX 2 POSICIONES (PA Y 1 OBLICUA / PA Y LATERAL),Radiograf°a,17,13,3,0,16,1,0,0,3,14
2016,10,RX-TORAX AP,Radiograf°a,3,2,1,0,2,0,0,1,0,3
2016,10,RX-TORAX PA,Radiograf°a,275,247,23,0,263,2,2,8,54,221
2016,10,SONOGRAFIA ABDOMINAL,Sonograf°a,137,126,9,0,134,0,1,2,39,98
2016,10,SONOGRAFIA DE CUELLO,Sonograf°a,4,3,1,0,4,0,0,0,0,4
2016,10,SONOGRAFIA DE MAMAS,Sonomamograf°a,429,347,77,0,413,0,0,16,2,427
2016,10,SONOGRAFIA DE TIROIDES,Sonograf°a,66,59,7,0,66,0,0,0,2,64
2016,10,SONOGRAFIA ESCROTAL (TESTICULO),Sonograf°a,2,2,0,0,2,0,0,0,2,0
2016,10,SONOGRAFIA PELVICA,Sonograf°a,54,46,6,0,53,0,1,0,10,44
2016,10,SONOGRAFIA PROSTATICA,Sonograf°a,20,19,0,0,19,0,1,0,20,0
2016,10,SONOGRAFIA TRANSVAGINAL,Sonograf°a,164,144,19,0,162,0,0,2,0,164
2016,10,TOMA DE MUESTRA PAPANICOLAOU,Cistoscop°a,3,1,2,0,3,0,0,0,0,3
2016,10,TOMOGRAFIA ABDOMEN,Tomograf°a,107,96,11,0,106,0,0,1,44,63
2016,10,TOMOGRAFIA COLUMNA CERVICAL,Tomograf°a,2,1,1,0,2,0,0,0,1,1
2016,10,TOMOGRAFIA COLUMNA LUMBAR,Tomograf°a,7,7,0,0,7,0,0,0,1,6
2016,10,TOMOGRAFIA CRANEO,Tomograf°a,57,55,2,0,57,0,0,0,15,42
2016,10,TOMOGRAFIA CUELLO (LARINGE O PARTES BLANDAS),Tomograf°a,10,7,3,0,10,0,0,0,3,7
2016,10,TOMOGRAFIA EXTREMIDADES INFERIORES,Tomograf°a,2,2,0,0,2,0,0,0,1,1
2016,10,TOMOGRAFIA OIDOS,Tomograf°a,1,1,0,0,1,0,0,0,1,0
2016,10,TOMOGRAFIA PELVIS,Tomograf°a,8,7,1,0,8,0,0,0,4,4
2016,10,TOMOGRAFIA SENOS PARA NASALES,Tomograf°a,6,6,0,0,5,0,0,1,4,2
2016,10,TOMOGRAFIA TORAX,Tomograf°a,53,48,4,0,53,0,0,0,15,38
2016,10,ULTRASONOGRAF?A DE PROSTATA TRANSRECTAL,Sonograf°a,5,5,0,0,5,0,0,0,5,0
2016,10,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES INFERIORES CON ,Sonograf°a,2,2,0,0,2,0,0,0,2,0
2016,10,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON ,Sonograf°a,13,9,4,0,13,0,0,0,0,13
